Sale_id,bbl_id,year,nbhd,bldg_ctgy,tax_cls_p,block,lot,zip,res_unit,com_unit,tot_unit,land_sqft,tot_sqft,yr_built,tax_cls_s,bldg_cls_s,sale_date,price,long,lat,airport,atm,bank,bar,book_store,bus_station,cafe,church,city_hall,doctor,fire_station,gas_station,gym,hospital,library,lodging,mosque,movie_theater,museum,night_club,park,parking,police,restaurant,school,shopping_mall,store,supermarket,train_station,auth_search,quarter,month,Unemployment_rate,Mortgage_rate,gdp,real_estate_output,days_since_start_datset,days_since_lehman_brothers,days_since_hurricane_sandy
82946,562347,2013,ANNADALE,01  ONE FAMILY HOMES,1,6234,7,10312,1,0,1,4000,2178,1965,1,A1,41333,655000.0,-74.1848334329,40.5461503013,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,True,Q_1,February,7.7,3.5325,15491.9,2782.6,3710,1627,122
82947,5623521,2013,ANNADALE,01  ONE FAMILY HOMES,1,6235,21,10312,1,0,1,8000,2240,1964,1,A1,41505,605000.0,-74.1852902311,40.5473874774,0.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,True,Q_3,August,7.2,4.456,15641.3,2782.6,3882,1799,294
82953,5623967,2013,ANNADALE,01  ONE FAMILY HOMES,1,6239,67,10312,1,0,1,9600,3680,1980,1,A1,41425,915000.0,-74.1872881076,40.5489789747,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,True,Q_2,May,7.5,3.536,15521.6,2782.6,3802,1719,214
82956,562451,2013,ANNADALE,01  ONE FAMILY HOMES,1,6245,1,10312,1,0,1,7695,1300,1960,1,A2,41452,325000.0,-74.1761371468,40.5367684604,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,17.0,0.0,1.0,True,Q_2,June,7.5,4.07,15521.6,2782.6,3829,1746,241
82957,5624925,2013,ANNADALE,01  ONE FAMILY HOMES,1,6249,25,10312,1,0,1,4386,2300,2011,1,A1,41381,507000.0,-74.180553479,40.5361824436,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,True,Q_2,April,7.6,3.445,15521.6,2782.6,3758,1675,170
82962,56249163,2013,ANNADALE,01  ONE FAMILY HOMES,1,6249,163,10312,1,0,1,4452,1768,1965,1,A1,41302,500000.0,-74.1799117549,40.5383546023,0.0,6.0,1.0,6.0,0.0,7.0,1.0,0.0,0.0,15.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,24.0,0.0,1.0,True,Q_1,January,8.0,3.414,15491.9,2782.6,3679,1596,91
82963,56249215,2013,ANNADALE,01  ONE FAMILY HOMES,1,6249,215,10312,1,0,1,4980,2208,2012,1,A1,41425,595676.0,-74.179304554,40.5373180108,0.0,3.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,3.0,0.0,19.0,0.0,1.0,True,Q_2,May,7.5,3.536,15521.6,2782.6,3802,1719,214
82966,56249268,2013,ANNADALE,01  ONE FAMILY HOMES,1,6249,268,10312,1,0,1,7920,1912,1965,1,A2,41487,525000.0,-74.1795434239,40.5391868587,0.0,6.0,1.0,6.0,0.0,6.0,1.0,0.0,0.0,15.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,0.0,30.0,0.0,1.0,True,Q_3,August,7.2,4.456,15641.3,2782.6,3864,1781,276
82968,5625940,2013,ANNADALE,01  ONE FAMILY HOMES,1,6259,40,10312,1,0,1,4000,1300,1955,1,A2,41417,485000.0,-74.178984754,40.5428383383,0.0,6.0,1.0,5.0,0.0,9.0,1.0,2.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,3.0,0.0,28.0,0.0,1.0,True,Q_2,May,7.5,3.536,15521.6,2782.6,3794,1711,206
82972,5626627,2013,ANNADALE,01  ONE FAMILY HOMES,1,6266,27,10312,1,0,1,4000,1494,1930,1,A1,41409,,-74.185480283,40.5458555629,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,True,Q_2,May,7.5,3.536,15521.6,2782.6,3786,1703,198
82973,5626738,2013,ANNADALE,01  ONE FAMILY HOMES,1,6267,38,10312,1,0,1,6000,4160,2011,1,A3,41417,865000.0,-74.1853918909,40.5464183931,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,True,Q_2,May,7.5,3.536,15521.6,2782.6,3794,1711,206
82974,5626766,2013,ANNADALE,01  ONE FAMILY HOMES,1,6267,66,10312,1,0,1,3800,3175,2000,1,A1,41540,690000.0,-74.1857314193,40.5455916545,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,True,Q_3,September,7.2,4.49,15641.3,2782.6,3917,1834,329
82975,5627115,2013,ANNADALE,01  ONE FAMILY HOMES,1,6271,15,10312,1,0,1,3840,1968,1940,1,A1,41288,540000.0,-74.1887104733,40.5480708567,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,True,Q_1,January,8.0,3.414,15491.9,2782.6,3665,1582,77
82977,56279174,2013,ANNADALE,01  ONE FAMILY HOMES,1,6279,174,10312,1,0,1,5100,2093,1975,1,A1,41485,558500.0,-74.1837786283,40.5394107227,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,True,Q_3,July,7.3,4.37,15641.3,2782.6,3862,1779,274
82978,5628035,2013,ANNADALE,01  ONE FAMILY HOMES,1,6280,35,10312,1,0,1,4080,1596,1955,1,A2,41626,481500.0,-74.1845338205,40.5392859946,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,True,Q_4,December,6.7,4.4575,15793.9,2782.6,4003,1920,415
82980,5628064,2013,ANNADALE,01  ONE FAMILY HOMES,1,6280,64,10312,1,0,1,4050,1995,1973,1,A1,41554,520000.0,-74.1863673518,40.5388054347,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,True,Q_4,October,7.2,4.192,15793.9,2782.6,3931,1848,343
82984,5629942,2013,ANNADALE,01  ONE FAMILY HOMES,1,6299,42,10312,1,0,1,4000,2669,1974,1,A1,41320,715000.0,-74.1884821252,40.5411048853,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,True,Q_1,February,7.7,3.5325,15491.9,2782.6,3697,1614,109
82986,563613,2013,ANNADALE,01  ONE FAMILY HOMES,1,6361,3,10312,1,0,1,7000,4550,1987,1,A1,41631,745000.0,-74.1657515271,40.529836788,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,True,Q_4,December,6.7,4.4575,15793.9,2782.6,4008,1925,420
82987,5636318,2013,ANNADALE,01  ONE FAMILY HOMES,1,6363,18,10312,1,0,1,4000,3060,2003,1,A1,41585,735000.0,-74.1663897634,40.5318917341,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,True,Q_4,November,6.9,4.255,15793.9,2782.6,3962,1879,374
82988,5637170,2013,ANNADALE,01  ONE FAMILY HOMES,1,6371,70,10312,1,0,1,8000,3064,1970,1,A1,41631,755000.0,-74.1694248201,40.5314426346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,True,Q_4,December,6.7,4.4575,15793.9,2782.6,4008,1925,420
82991,5637727,2013,ANNADALE,01  ONE FAMILY HOMES,1,6377,27,10312,1,0,1,8000,3040,1987,1,A1,41292,875000.0,-74.1703275272,40.5341751383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,True,Q_1,January,8.0,3.414,15491.9,2782.6,3669,1586,81
82992,5638269,2013,ANNADALE,01  ONE FAMILY HOMES,1,6382,69,10312,1,0,1,8000,2800,1983,1,A1,41465,672000.0,-74.1712747099,40.5345799623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,True,Q_3,July,7.3,4.37,15641.3,2782.6,3842,1759,254
82993,5639627,2013,ANNADALE,01  ONE FAMILY HOMES,1,6396,27,10312,1,0,1,2000,924,1935,1,A1,41585,180000.0,-74.1675182496,40.5257142493,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,True,Q_4,November,6.9,4.255,15793.9,2782.6,3962,1879,374
82994,5639912,2013,ANNADALE,01  ONE FAMILY HOMES,1,6399,12,10312,1,0,1,5600,1104,1930,1,A2,41332,220000.0,-74.1678864508,40.5262324824,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,True,Q_1,February,7.7,3.5325,15491.9,2782.6,3709,1626,121
82999,5640637,2013,ANNADALE,01  ONE FAMILY HOMES,1,6406,37,10312,1,0,1,8374,3686,1986,1,A1,41593,945000.0,-74.1703515038,40.5294677382,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,True,Q_4,November,6.9,4.255,15793.9,2782.6,3970,1887,382
83003,5647426,2013,ANNADALE,01  ONE FAMILY HOMES,1,6474,26,10312,1,0,1,4000,3528,1994,1,A1,41534,700000.0,-74.1815430998,40.5349594386,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,True,Q_3,September,7.2,4.49,15641.3,2782.6,3911,1828,323
83018,5621281,2013,ANNADALE,02  TWO FAMILY HOMES,1,6212,81,10312,2,0,2,4200,2807,2012,1,B2,41549,672045.0,-74.1740530546,40.5432713663,0.0,6.0,1.0,5.0,0.0,5.0,1.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,2.0,0.0,28.0,0.0,1.0,True,Q_4,October,7.2,4.192,15793.9,2782.6,3926,1843,338
83021,5622767,2013,ANNADALE,02  TWO FAMILY HOMES,1,6227,67,10312,2,0,2,4000,3140,2004,1,B2,41479,700000.0,-74.1780453932,40.5440804559,0.0,6.0,1.0,5.0,0.0,10.0,1.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,3.0,0.0,31.0,0.0,1.0,True,Q_3,July,7.3,4.37,15641.3,2782.6,3856,1773,268
83023,5623339,2013,ANNADALE,02  TWO FAMILY HOMES,1,6233,39,10312,2,0,2,4000,3100,1996,1,B2,41512,705000.0,-74.1833820965,40.5469952869,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,True,Q_3,August,7.2,4.456,15641.3,2782.6,3889,1806,301
83025,5623466,2013,ANNADALE,02  TWO FAMILY HOMES,1,6234,66,10312,2,0,2,4000,3100,1998,1,B2,41619,635000.0,-74.1836619403,40.5466983995,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,True,Q_4,December,6.7,4.4575,15793.9,2782.6,3996,1913,408
83033,56254131,2013,ANNADALE,02  TWO FAMILY HOMES,1,6254,131,10312,2,0,2,3950,2050,2002,1,B2,41635,655000.0,-74.1815476256,40.5392742862,0.0,5.0,1.0,6.0,0.0,10.0,1.0,0.0,0.0,14.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,2.0,0.0,25.0,0.0,1.0,True,Q_4,December,6.7,4.4575,15793.9,2782.6,4012,1929,424
83035,5626039,2013,ANNADALE,02  TWO FAMILY HOMES,1,6260,39,10312,2,0,2,7550,2688,1975,1,B2,41450,560000.0,-74.1799475461,40.5436300856,0.0,6.0,1.0,5.0,0.0,9.0,1.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,3.0,0.0,29.0,0.0,1.0,True,Q_2,June,7.5,4.07,15521.6,2782.6,3827,1744,239
83041,562694,2013,ANNADALE,02  TWO FAMILY HOMES,1,6269,4,10312,2,0,2,3800,3120,2000,1,B2,41639,670000.0,-74.1884034071,40.5463640849,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,True,Q_4,December,6.7,4.4575,15793.9,2782.6,4016,1933,428
83043,5627119,2013,ANNADALE,02  TWO FAMILY HOMES,1,6271,19,10312,2,0,2,4000,2535,2012,1,B2,41443,,-74.188144753,40.5477890688,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,True,Q_2,June,7.5,4.07,15521.6,2782.6,3820,1737,232
83052,5630371,2013,ANNADALE,02  TWO FAMILY HOMES,1,6303,71,10312,2,0,2,6000,2493,1980,1,B2,41599,,-74.1916301086,40.5435562868,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,True,Q_4,November,6.9,4.255,15793.9,2782.6,3976,1893,388
83056,5635964,2013,ANNADALE,02  TWO FAMILY HOMES,1,6359,64,10312,2,1,2,4000,2606,1980,1,B2,41544,,-74.1657961423,40.5275200961,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,True,Q_3,September,7.2,4.49,15641.3,2782.6,3921,1838,333
83060,5642451,2013,ANNADALE,02  TWO FAMILY HOMES,1,6424,51,10312,2,0,2,5000,2354,1975,1,B2,41546,,-74.1732049503,40.5353373813,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,True,Q_3,September,7.2,4.49,15641.3,2782.6,3923,1840,335
83092,5572682,2013,ARDEN HEIGHTS,01  ONE FAMILY HOMES,1,5726,82,10312,1,0,1,3350,2142,2005,1,A5,41590,,-74.1827597888,40.5654798586,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,True,Q_4,November,6.9,4.255,15793.9,2782.6,3967,1884,379
83093,5572684,2013,ARDEN HEIGHTS,01  ONE FAMILY HOMES,1,5726,84,10312,1,0,1,3350,2142,2005,1,A5,41593,,-74.1825690396,40.5654829067,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,True,Q_4,November,6.9,4.255,15793.9,2782.6,3970,1887,382
83096,55735169,2013,ARDEN HEIGHTS,01  ONE FAMILY HOMES,1,5735,169,10312,1,0,1,3800,1072,1970,1,A2,41512,435000.0,-74.1822627142,40.5561043664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,True,Q_3,August,7.2,4.456,15641.3,2782.6,3889,1806,301
83097,55735299,2013,ARDEN HEIGHTS,01  ONE FAMILY HOMES,1,5735,299,10312,2,0,2,7518,1991,2012,1,A5,41425,575311.0,-74.1847897599,40.5550792572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,True,Q_2,May,7.5,3.536,15521.6,2782.6,3802,1719,214
